,dr2_source_id,dr3_source_id,Cluster,SimbadName_cluster,e_plx_cluster,plx_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,panstarrs1,ra2000,dec2000,gmag,bpmag,rpmag,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_NUV,NUVmag,e_NUVmag,Nafl,objid_FUV,FUVmag,e_FUVmag,Fafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,e_u_psf,u_psf,v_flags,v_nimaflags,v_ngood,e_v_psf,v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,object_01,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_1,rd_flg,bl_flg,cc_flg,use_src,designation,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags,ext_flg,ph_qual_2,moon_lev,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,yMeanPSFMag,yMeanPSFMagErr
284,659373141744409984,659373141744409984,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667253456470129,08393704+1747198,J083937.00+174719.7,129341299041977133,129.9043143100174,17.78886082117794,14.752681,15.785395,13.744133,5.371860603771807,0.030681659,1.0431297,24046.69175573856,9.929488,314,14.734729,15.768661,13.725764,183.6748,184.69447,185.87039,183.4573,184.67848,185.76793,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.11428,0.02624168,16.35802,0.01966581,14.9758,0.01399954,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08393704+1747198,12.476,0.021,11.763,0.022,11.602,0.02,AAA,222,111,000,1,J083937.00+174719.7,11.481,0.023,11.499,0.022,12.068,0.476,8.462,,0000,0,AACU,4644.0,,,,,,,16.155799865722656,0.0061320001259446,14.940899848937988,0.001892999978736,14.129300117492676,0.0027960001025348,13.781499862670898,0.0040159998461604,13.608599662780762,0.0047200000844895
286,664352245791631488,664352245791631488,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142862176371,08361143+1952403,J083611.40+195240.1,131851290475343927,129.04761177125292,19.877856774934507,14.799256,15.819825,13.797323,5.421608974384824,0.034272335,0.9359843,23054.191899417045,9.29329,276,14.780492,15.805687,13.780856,181.36087,182.75134,183.91795,181.80644,182.9399,184.03543,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,18.94914,0.02697591,16.43346,0.01788951,14.97636,0.02591662,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08361143+1952403,12.533,0.023,11.847,0.023,11.659,0.022,AAA,222,111,000,1,J083611.40+195240.1,11.548,0.022,11.538,0.022,11.629,0.298,8.691,,0000,0,AABU,5744.0,,,,,,,16.182300567626953,0.0025649999734014,14.968600273132324,0.0022619999945163,14.182299613952637,0.0022670000325888,13.831199645996094,0.0044920002110302,13.652299880981444,0.0031459999736398
287,664759580489791872,664759580489791872,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237673807584821328,08381578+2123083,J083815.76+212308.2,133661295657133347,129.56576014392144,21.385668867714497,14.801935,15.84072,13.787881,5.379694910954799,0.027335461,0.9723737,23018.817208198187,9.214414,318,14.78216,15.824203,13.7686615,183.30653,184.39444,185.39859,183.20969,184.08693,184.90204,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.11815,0.02486054,,,14.97542,0.01572983,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08381578+2123083,12.462,0.024,11.817,0.03,11.628,0.02,AAA,222,111,000,1,J083815.76+212308.2,11.525,0.023,11.531,0.024,11.406,0.25,8.554,,0000,0,AABU,5633.0,,,,,,,16.207300186157227,0.0045420001260936,14.98270034790039,0.005834000185132,14.175700187683104,0.0059710000641644,13.817700386047363,0.0043009999208152,13.621100425720217,0.00450100004673
288,664394439550157312,664394439550157312,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667109038784677,08372520+2021200,J083725.18+202119.9,132421293549187138,129.35502288820584,20.35552799412966,14.814798,15.877926,13.786287,5.380563184175971,0.032959353,1.0762775,22700.613484542533,9.741328,306,14.797273,15.866008,13.765962,183.22395,184.18564,185.18997,182.96437,184.16463,185.40654,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.03527,0.02865184,16.54321,0.03874152,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08372520+2021200,12.453,0.023,11.787,0.022,11.589,0.019,AAA,222,111,000,1,J083725.18+202119.9,11.467,0.029,11.453,0.032,11.724,0.484,7.983,,0000,0,AACU,5744.0,,,,,,,16.24530029296875,0.0036949999630451,15.046799659729004,0.0019209999591112,14.183799743652344,0.0025080000050365,13.803899765014648,0.0044649997726082,13.593899726867676,0.0027819999959319
289,664605270904832768,664605270904832768,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667109575655427,08361553+2041098,J083615.50+204109.6,132821290646263782,129.06470831403172,20.68604799756426,14.8284025,15.878354,13.814615,5.295501565067389,0.030427413,1.038359,22358.05967606159,11.960605,351,14.813782,15.85982,13.795772,186.01263,187.24431,188.19029,186.60576,187.45383,188.38133,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.03933,0.02638149,16.44065,0.01302929,15.03443,0.01062202,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08361553+2041098,12.507,0.023,11.872,0.023,11.634,0.022,AAA,222,111,000,1,J083615.50+204109.6,11.529,0.023,11.525,0.022,11.718,0.349,8.712,,0000,0,AABU,5633.0,,,,,,,16.243900299072266,0.0021510000806301,15.038800239562988,0.0037199999205768,14.202899932861328,0.0025879999157041,13.840499877929688,0.000663999991957,13.647500038146973,0.0061610001139342
290,659445743871414528,659445743871414528,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667211580670038,08383435+1811171,J083834.31+181116.9,129821296429976196,129.64310727930064,18.188073447998622,14.844673,15.911185,13.82102,5.5968272319631724,0.034439255,1.047861,22110.64818965213,8.562205,314,14.825863,15.897769,13.800177,176.1128,177.33151,178.45633,176.54803,177.62189,178.65988,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.00647,0.02094988,16.49121,0.009748102,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08383435+1811171,12.49,0.021,11.823,0.023,11.627,0.02,AAA,222,111,000,1,J083834.31+181116.9,11.517,0.023,11.5,0.022,11.552,0.37,8.339,0.387,0000,0,AACC,4644.0,,,,,,,16.270299911499023,0.0085260001942515,15.073100090026855,0.0044320002198219,14.199899673461914,0.0042090001516044,13.84340000152588,0.0033740000799298,13.64680004119873,0.0013780000153928
291,659411796450014464,659411796450014464,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667211044061288,08412417+1814026,J084124.15+181402.6,129881303506481380,130.3507495010128,18.23409722237285,14.880089,15.98778,13.8176985,5.423180207356142,0.030814687,0.96284014,21508.02043327379,32.749535,432,14.8558655,15.970775,13.7991495,181.79977,182.90344,184.17676,181.77776,182.66266,183.48135,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.00188,0.02416285,16.38653,0.01835886,14.96647,0.01121192,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08412417+1814026,12.279,0.022,11.619,0.024,11.455,0.02,AAA,222,111,000,1,J084124.15+181402.6,11.409,0.022,11.353,0.022,11.237,0.223,8.098,,0000,0,AABU,4644.0,,,,,,,16.332500457763672,0.0110390000045299,15.133099555969238,0.0020179999992251,14.16510009765625,0.0027600000612437,13.816399574279783,0.0086479997262358,13.576499938964844,0.0095929997041821
292,662861136225126016,662861136225126016,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142861979888,08335077+1946586,J083350.73+194658.4,131741284614340036,128.46150370815965,19.78295070171856,14.8938875,15.9468155,13.874841,5.204077191222069,0.028311191,1.0569321,21126.27543117216,8.464114,399,14.87531,15.925457,13.856293,189.66331,190.49686,191.48662,189.68457,190.64346,191.66623,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.11502,0.0283729,16.60097,0.04016983,15.13797,0.0221273,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08335077+1946586,12.567,0.022,11.93,0.021,11.725,0.019,AAA,222,111,000,1,J083350.73+194658.4,11.57,0.024,11.562,0.023,11.289,0.176,8.85,,0000,0,AABU,3422.0,,,,,,,16.307600021362305,0.0060620000585913,15.116399765014648,0.0027240000199526,14.267600059509276,0.0028599998913705,13.902999877929688,0.0036919999402016,13.697400093078612,0.0130989998579025
293,661238635021126656,661238635021126656,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107428303075,08405382+1922440,J084053.79+192243.9,131251302241635164,130.2242550700392,19.37889660271152,14.9130745,15.998531,13.872385,5.568031701831432,0.032414474,1.0292786,20760.892555902978,8.831977,335,14.894252,15.987203,13.856455,177.26895,178.34665,179.70442,177.18147,178.16246,179.28868,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.26973,0.02293601,16.54591,0.02258952,15.13152,0.01591436,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08405382+1922440,12.491,0.022,11.837,0.023,11.633,0.022,AAA,222,111,000,1,J084053.79+192243.9,11.554,0.023,11.519,0.022,11.522,0.277,8.147,,0000,0,AABU,5744.0,,,,,,,16.359600067138672,0.0021019999403506,15.15030002593994,0.0024890000931918,14.28439998626709,0.0076270001009106,13.90089988708496,0.0078239999711513,13.680700302124023,0.0022279999684542
294,664366024046570112,664366024046570112,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667109038653590,08361590+2007129,J083615.87+200712.7,132141290661894810,129.0662506896362,20.12024431947688,14.92628,15.97477,13.906867,5.416865759713074,0.030202756,0.9843181,20502.201641839983,7.8000045,322,14.907866,15.962052,13.887813,182.09538,182.9841,184.07185,181.92865,183.13531,184.12106,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.21676,0.02500686,16.56207,0.01961075,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08361590+2007129,12.578,0.023,11.904,0.025,11.753,0.019,AAA,222,111,000,1,J083615.87+200712.7,11.631,0.026,11.589,0.028,11.084,0.179,8.37,,0000,0,AABU,5744.0,,,,,,,16.34709930419922,0.0026300000026822,15.133700370788574,0.0014850000152364,14.302599906921388,0.0027209999971091,13.936200141906738,0.0025760000571608,13.741900444030762,0.0031550000421702
295,664325857512593920,664325857512593920,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667142325698709,08394174+2001415,J083941.72+200141.4,132031299238534354,129.9239360035178,20.028204908126245,14.973074,16.034943,13.945872,5.339347826735232,0.031754248,1.1044132,19665.739713598858,7.0064816,309,14.953092,16.021042,13.926872,184.91835,185.88115,186.91846,184.3193,185.55707,186.68932,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.22489,0.04398768,16.60825,0.01097933,15.19473,0.01156665,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08394174+2001415,12.596,0.022,11.944,0.02,11.756,0.024,AAA,222,111,000,1,J083941.72+200141.4,11.642,0.023,11.632,0.023,11.538,0.516,7.945,,0000,0,AACU,5744.0,,,,,,,16.41950035095215,0.006345999892801,15.198699951171877,0.0017579999985173,14.347200393676758,0.0031890000682324,13.971699714660645,0.0014309999532997,13.771599769592283,0.003258999902755
296,661185755383916160,661185755383916160,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667106891301060,08402823+1856090,J084028.20+185608.8,130721301175383466,130.11763483876828,18.93581572767826,14.976987,16.056597,13.937261,5.406045793257529,0.037173964,1.0530388,19553.67795958888,8.2798815,322,14.959295,16.048931,13.9208145,181.60349,183.22998,185.09044,182.14006,183.28622,184.36316,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.35284,0.02572871,16.61353,0.01702237,15.18495,0.01707573,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08402823+1856090,12.581,0.021,11.901,0.019,11.713,0.023,AAA,222,111,000,1,J084028.20+185608.8,11.607,0.023,11.599,0.022,11.935,0.381,8.673,,0000,0,AACU,5744.0,,,,,,,16.425600051879883,0.0043239998631179,15.216500282287598,0.0029760000761598,14.34630012512207,0.0025229998864233,13.941900253295898,0.0037849999498575,13.748499870300291,0.0014700000174343
297,689130461877120256,689130461877120256,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237673808122806537,08481476+2233323,J084814.73+223332.3,135071320614391342,132.0615414090179,22.559037297650267,14.97904,16.110216,13.920832,5.699954746118923,0.03157132,1.0254833,19536.034007147424,9.224106,409,14.960276,16.093405,13.903284,172.93958,173.91617,175.00911,173.12056,174.14093,175.02695,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.2893,0.02454697,16.67751,0.01859489,15.28455,0.01275802,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08481476+2233323,12.56,0.024,11.873,0.029,11.652,0.021,AAA,222,111,000,1,J084814.73+223332.3,11.559,0.024,11.522,0.022,11.098,0.195,8.638,,0000,0,AABU,3322.0,,,,,,,16.460899353027344,0.0048400000669062,15.274499893188477,0.0041809999383986,14.321800231933594,0.0044010002166032,13.91160011291504,0.0013780000153928,13.696100234985352,0.0037700000684708
298,660158674082552320,660158674082552320,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667253457060038,08445643+1822171,J084456.41+182216.8,130041312350636160,131.2351667294761,18.371377868524117,14.99484,16.146017,13.920399,5.562343077012768,0.026941285,1.1229802,19296.8095691023,15.870293,476,14.973653,16.132427,13.902158,177.576,178.35974,179.1492,177.51382,178.31615,178.99887,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.21935,0.02686482,16.6957,0.01382098,15.26132,0.0180798,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08445643+1822171,12.465,0.021,11.82,0.023,11.601,0.02,AAA,222,111,000,1,J084456.41+182216.8,11.497,0.024,11.436,0.022,11.309,0.238,8.532,,0000,0,AABU,1122.0,,,,,,,16.477699279785156,0.0071020000614225,15.28849983215332,0.0023240000009536,14.308799743652344,0.0038360001053661,13.89150047302246,0.0026630000211298,13.642200469970703,0.0033549999352544
299,664862453545857920,664862453545857920,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667109039374483,08423486+2059408,J084234.82+205940.7,133191306451414111,130.64523815281336,20.994677579882644,15.025818,16.13887,13.970951,5.569998309786215,0.031097593,1.0607221,18717.235713932947,6.974777,488,15.0067625,16.1281,13.954826,177.2229,178.19995,179.1517,176.85802,177.9331,178.81888,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.30545,0.02343825,16.70602,0.02655587,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08423486+2059408,12.631,0.023,11.925,0.021,11.747,0.018,AAA,222,111,000,1,J084234.82+205940.7,11.624,0.024,11.598,0.023,11.117,0.242,8.681,0.453,0000,0,AABC,4644.0,,,,,,,16.509700775146484,0.0037279999814927,15.31659984588623,0.0023109999019652,14.37600040435791,0.003305000020191,13.978699684143066,0.0050849998369812,13.758899688720703,0.0064380001276731
300,661279042073291776,661279042073291776,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107964912057,08374982+1930508,J083749.80+193050.6,131411294575217438,129.45762434862567,19.51410933905828,15.031652,16.133556,13.985428,5.418296385734038,0.034081046,1.0297942,18663.440960113177,13.919952,316,15.009888,16.120424,13.962742,181.93697,182.9774,183.93393,181.605,182.82977,183.95308,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.37364,0.02422896,16.73719,0.01307524,15.3564,0.01523756,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08374982+1930508,12.6,0.026,11.994,0.032,11.78,0.022,AAA,222,111,000,1,J083749.80+193050.6,11.645,0.024,11.568,0.024,11.439,,8.336,,0000,0,AAUU,5744.0,,,,,,,16.529499053955078,0.0021389999892562,15.29319953918457,0.0020490000024437,14.39169979095459,0.0030340000521391,13.989800453186035,0.0017969999462366,13.787799835205078,0.0037209999281913
301,661251210685333120,661251210685333120,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667255604478261,08412044+1937224,J084120.41+193722.3,131541303350987997,130.33519411692225,19.622902831591663,15.040217,16.140924,13.994746,5.39670766781196,0.026864665,1.010808,18470.848263649223,6.426415,512,15.02115,16.127575,13.9762745,182.9987,183.78047,184.59868,182.59468,183.4202,184.3632,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.19993,0.02997892,,,,,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08412044+1937224,12.676,0.022,11.956,0.026,11.789,0.024,AAA,222,111,000,1,J084120.41+193722.3,11.637,0.023,11.632,0.022,11.3,0.247,8.653,,0000,0,AABU,5744.0,,,,,,,16.51020050048828,0.0037789999041706,15.295900344848633,0.0029619999695569,14.391799926757812,0.0070870001800358,14.021499633789062,0.0036100000143051,13.78689956665039,0.0049680001102387
302,664320497393421952,664320497393421952,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667108502045184,08391453+2001191,J083914.50+200119.0,132021298104566898,129.81053788205,20.02198561036108,15.066672,16.185472,14.008378,5.428314771416809,0.03223642,1.0366408,17971.279128536047,11.640816,325,15.05092,16.171892,13.992845,181.4715,182.50063,183.65627,181.35945,182.71158,183.94473,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.16879,0.02653556,16.72443,0.01370533,15.30935,0.01867896,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08391453+2001191,12.602,0.022,11.936,0.021,11.716,0.022,AAA,222,111,000,1,J083914.50+200119.0,11.654,0.023,11.623,0.024,11.342,0.395,7.747,,0000,0,AACU,5744.0,,,,,,,16.523799896240234,0.0091369999572634,15.342700004577637,0.0102110002189874,14.428199768066406,0.0047050002031028,13.99820041656494,0.0036500000860542,13.777199745178224,0.0024949999060481
303,661257154920147072,661257154920147072,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667212654608749,08385527+1917017,J083855.23+191701.6,131141297301971057,129.7302633832929,19.283826770554608,15.078538,16.219368,14.016218,5.414773515906149,0.034354165,0.98366714,17800.48441391533,9.795349,319,15.061287,16.209711,13.99735,182.01169,183.18571,184.36797,182.11562,183.01254,184.20026,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.39932,0.0294986,16.76945,0.01597419,15.35756,0.01334378,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08385527+1917017,12.629,0.021,11.933,0.024,11.741,0.018,AAA,222,111,000,1,J083855.23+191701.6,11.632,0.023,11.611,0.023,10.97,0.298,7.983,,0000,0,AABU,5744.0,,,,,,,16.551000595092773,0.0055280001834034,15.375200271606444,0.003698999993503,14.415499687194824,0.0032450000289827,13.994799613952637,0.0030779999215155,13.784199714660645,0.0028349999338388
304,659284390540626816,659284390540626816,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667211043799072,08390185+1751208,J083901.81+175120.6,129421297576057420,129.7576924600563,17.855783266595164,15.08069,16.226189,14.012238,5.6076872213280895,0.038719244,1.1338569,17836.389572358734,10.470633,311,15.059099,16.213165,13.9930525,175.63142,176.83243,177.96657,176.21037,177.22163,178.42433,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.4798,0.02752472,16.80819,0.01101435,15.38866,0.01320585,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08390185+1751208,12.662,0.021,11.975,0.02,11.769,0.02,AAA,222,111,000,1,J083901.81+175120.6,11.617,0.022,11.589,0.023,11.491,0.307,8.75,,0000,0,AABU,4644.0,,,,,,,16.590499877929688,0.0037150001153349,15.37969970703125,0.0031709999311715,14.4173002243042,0.0035480000078678,14.005900382995604,0.0055680000223219,13.775699615478516,0.0069209998473525
305,663981126257232768,663981126257232768,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237673808120774937,08292796+2108383,J082927.94+210838.1,133371273664213284,127.36653782095756,21.14398718706066,15.088142,16.195845,14.04006,5.245639307090017,0.035841934,1.1142317,17654.22534318873,7.2450247,306,15.070245,16.183403,14.022675,187.74078,188.92807,190.07533,187.898,189.14763,190.40735,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.35906,0.02797798,16.73452,0.01428923,15.35132,0.01176597,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08292796+2108383,12.656,0.022,11.993,0.025,11.804,0.017,AAA,222,111,000,1,J082927.94+210838.1,11.7,0.023,11.667,0.022,11.4,0.216,8.403,,0000,0,AABU,1111.0,,,,,,,16.55340003967285,0.0028379999566823,15.366700172424316,0.0023769999388605,14.436699867248535,0.0018980000168085,14.04300022125244,0.002026000060141,13.84409999847412,0.0042840000241994
306,663002663987903872,663002663987903872,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667109574672647,08275096+1948207,J082750.93+194820.6,131761269622207418,126.96232095294437,19.80577444095738,15.101777,16.231339,14.0439415,5.48408477158727,0.03625972,1.0754827,17493.750011838456,8.937224,364,15.080159,16.205997,14.025124,179.56747,180.55803,181.58363,179.49423,180.61375,181.73259,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.39984,0.02892667,16.76371,0.01137013,15.38015,0.01482443,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08275096+1948207,12.662,0.022,11.982,0.022,11.784,0.021,AAA,222,111,000,1,J082750.93+194820.6,11.677,0.024,11.644,0.022,11.543,0.274,8.89,,0000,0,AABU,1100.0,,,,,,,16.584999084472656,0.0048949997872114,15.388400077819824,0.0038650000933557,14.440400123596191,0.0028190000448375,14.03600025177002,0.0018749999580904,13.819299697875977,0.0021460000425577
307,659230166577197056,659230166577197056,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667210506731812,08380711+1718381,J083807.08+171837.9,128771295295383189,129.52962274016429,17.310580647251104,15.10395,16.23375,14.042189,5.52363881819405,0.02976257,1.0086763,17395.510108814076,8.0351715,306,15.086274,16.221085,14.025758,178.66617,179.58577,180.6392,178.56549,179.42595,180.45168,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.49837,0.02649995,16.76749,0.01832225,15.3782,0.0116906,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08380711+1718381,12.682,0.024,12.0,0.023,11.811,0.021,AAA,222,111,000,1,J083807.08+171837.9,11.679,0.023,11.641,0.023,11.755,0.402,8.542,,0000,0,AACU,5744.0,,,,,,,16.578500747680664,0.0029209998901933,15.39150047302246,0.0007210000185295,14.440899848937988,0.0014390000142157,14.024999618530272,0.0023849999997764,13.819000244140623,0.0026519999373704
308,664453778817920256,664453778817920256,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667109039046884,08395128+2034499,J083951.25+203449.8,132691299636057148,129.9636849210039,20.58053870088345,15.109928,16.294613,14.014729,5.492403059202776,0.033635005,1.019977,17379.652638216692,13.86423,294,15.087264,16.269127,13.999619,179.57301,180.66125,181.9116,179.40617,180.43,181.53683,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,19.25583,0.02414467,16.761,0.01409278,15.34828,0.01652277,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08395128+2034499,12.492,0.022,11.776,0.023,11.589,0.021,AAA,222,111,000,1,J083951.25+203449.8,11.547,0.024,11.462,0.025,11.244,0.323,8.368,,0000,0,AABU,4644.0,ASASSN-V J083951.43+203450.4,15.69,0.25,,UV      ,,16.68269920349121,0.0025390000082552,15.474599838256836,0.0029269999358803,14.441699981689451,0.0034209999721497,13.997200012207031,0.0048750001005828,13.744500160217283,0.0089769996702671
